,Water_System_Number,Water_System_Name,County,City,Zip,Serverd_Populatiion,Service_Connections,Chemical_Detected_2013-2019,Chemical_Detected_Above_MCL_2013-2019,Chemical_Lead,Lead_Sample_Count_2018,Chemical_Arsenic,Arsenic_Sample_Count_2018,Chemical_Iron,Iron_Sample_Count_2018
0,103040,NORRIS CANYON PROPERTY OWNERS ASSN,ALAMEDA,CASTRO VALLEY,94552-9520,50,19.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
1,103041,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,SACRAMENTO,95835-2808,543,194.0,6,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
2,105002,RIVERS END MARINA,ALAMEDA,BYRON,94514,250,4.0,12,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
3,105003,CEMEX ELIOT PLANT,ALAMEDA,FOLSOM,95630-8714,40,1.0,12,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
4,105009,MOUNTAIN HOUSE SCHOOL,ALAMEDA,RANCHO SANTA MARGARITA,92688,50,1.0,23,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
5,105010,EBRPD - DEL VALLE REGIONAL PARK,ALAMEDA,OAKLAND,94605-0381,10000,101.0,5,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
6,105012,EBRPD - SUNOL REGIONAL WILDERNESS,ALAMEDA,OAKLAND,94605-0381,35,3.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
7,105016,MOUNTAIN HOUSE BAR,ALAMEDA,TRACY,95391-9602,25,1.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
8,105017,RANCHO LOS MOCHOS-BSA CAMP,ALAMEDA,SAN LEANDRO,94577-1514,600,1.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
9,105018,PURPLE ORCHID RESORT SPA,ALAMEDA,LIVERMORE,94550-9759,45,1.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
10,105019,SUNOL SUPER STOP,ALAMEDA,SUNOL,94586-9453,155,1.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
11,105020,ALAMEDA COUNTY FAIRGROUNDS,ALAMEDA,PLEASANTON,94566-7001,82,3.0,7,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
12,110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,FREMONT,94538-6348,351000,84730.0,435,283.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
13,110003,CALIFORNIA WATER SERVICE - LIVERMORE,ALAMEDA,SAN JOSE,95112-4508,59000,18109.0,805,47.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
14,110008,CITY OF PLEASANTON,ALAMEDA,DUBLIN,94568-3018,79201,22220.0,18,7.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
15,110010,ZONE 7 WATER AGENCY,ALAMEDA,LIVERMORE,94551-9486,40,13.0,1231,959.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),8.0
16,110012,TOWN OF SUNOL-SFPUC,ALAMEDA,BURLINGAME,94010,352,124.0,8,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
17,202501,DIAMOND VALLEY SCHOOL,ALPINE,MARKLEEVILLE,96120,100,3.0,8,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
18,202503,WOODFORDS MUTUAL WATER COMPANY,ALPINE,MARKLEEVILLE,96120,50,16.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
19,202504,MARKLEEVILLE WATER CO.,ALPINE,MARKLEEVILLE,96120,25,167.0,10,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
20,202509,LAKE ALPINE IMP. ASSOC.,ALPINE,COLUMBIA,95310,25,26.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
21,202512,SORENSON S RESORT,ALPINE,HOPE VALLEY,96120,25,28.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
22,202515,CARSON RIVER RESORT,ALPINE,MARKLEEVILLE,96120,30,28.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
23,202520,HOPE VALLEY RESORT,ALPINE,HOPE VALLEY,96120,25,8.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
24,202522,SIERRA PINES MOBILE HOME PARK,ALPINE,MARKLEEVILLE,96120,70,31.0,5,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
25,202529,HOPE VALLEY CG,ALPINE,MARKLEEVILLE,96120,25,7.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
26,202530,SILVER CREEK CG,ALPINE,MARKLEEVILLE,96120,25,15.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
27,202532,CRYSTAL SPRINGS CG,ALPINE,CARSON CITY,89701,25,7.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
28,202547,CAMP LIAHONA,ALPINE,DARDANELLE,95314,25,8.0,5,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
29,202548,CAMP PEACEFUL PINES,ALPINE,MODESTO,95358,25,13.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
30,202549,BEAR VALLEY SKI COMPANY,ALPINE,BEAR VALLEY,95223,25,2.0,3,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
31,202562,SAND FLAT # 1,ALPINE,SONORA,95370,25,6.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
32,202564,SAND FLAT # 3,ALPINE,SONORA,95370,25,6.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
33,202565,SAND FLAT # 4,ALPINE,SONORA,95370,25,6.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
34,202566,SAND FLAT # 5,ALPINE,SONORA,95370,25,6.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
35,210001,LAKE ALPINE WATER COMPANY,ALPINE,BEAR VALLEY,95223,625,487.0,22,11.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
36,210002,KIRKWOOD MEADOWS PUBLIC UTILITY DISTRICT,ALPINE,KIRKWOOD,95646,7851,863.0,35,11.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
37,210003,CALTRANS-CAPLES LAKE MAINTENANCE STATION,ALPINE,STOCKTON,95201,24,1.0,6,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
38,300016,VOLCANO COMMUNITY SERVICE DIST,AMADOR,VOLCANO,95689,160,72.0,48,20.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
39,300019,FIDDLETOWN COMMUNITY SERVICE,AMADOR,FIDDLETOWN,95642,100,65.0,5,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
40,300024,TABEAU MOBILE HOME PARK,AMADOR,JACKSON,95642,25,22.0,47,36.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),3.0
41,300036,BEAR RIVER LAKE RESORT,AMADOR,PIONEER,95666,568,142.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
42,300037,JACKSON VALLEY IRRIGATION DISTRICT,AMADOR,IONE,95640,2000,190.0,22,16.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
43,300043,OK CORRAL,AMADOR,LINDEN,95236,25,7.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
44,300051,KIT CARSON LODGE,AMADOR,KIT CARSON,95644,100,27.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
45,300053,RANCHO DEL ORO,AMADOR,ORANGEVALE,95662,34,24.0,9,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
46,300060,BLACK'S STATION,AMADOR,PIONEER,95666,25,2.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
47,300062,HOPE FOUNDATION/MORIAH HEIGHTS,AMADOR,CITRUS HEIGHTS,95610,30,21.0,11,10.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
48,300064,AMADOR CHRISTIAN CENTER,AMADOR,PLYMOUTH,95669,400,1.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
49,300078,IONE BAND OF MIWOK INDIANS,AMADOR,PLYMOUTH,95669,62,20.0,11,11.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
50,300081,VILLA TOSCANO WINERY,AMADOR,PLYMOUTH,95669,100,3.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
51,300086,GRACE FELLOWSHIP CHURCH,AMADOR,JACKSON,95642,25,2.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
52,300448,MALLO GOLD MINE PLAZA,AMADOR,PINE GROVE,95665,25,10.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
53,300524,"MP ASSOCIATES, INC.",AMADOR,IONE,95640,170,2.0,13,7.0,Lead (Pb),0.0,Arsenic,1.0,Iron (Fe),0.0
54,300667,GOLDEN VALLEY CAMP,AMADOR,VOLCANO,95689,40,4.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
55,301038,PARDEE RECREATION AREA,AMADOR,VALLEY SPRINGS,95252,100,80.0,8,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
56,310002,"AWA, IONE",AMADOR,SUTTER CREEK,95685,6170,1991.0,12,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
57,310004,"PLYMOUTH, CITY OF",AMADOR,SUTTER CREEK,95685,1060,585.0,5,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
58,310005,PINE GROVE COMM SERV DIST,AMADOR,PINE GROVE,95665,846,388.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
59,310006,RIVER PINES PUD,AMADOR,RIVER PINES,95675,510,216.0,38,18.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
60,310019,AWA LA MEL HEIGHTS #3,AMADOR,SUTTER CREEK,95685,188,51.0,17,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
61,310020,THE OAKS MOBILE HOME PARK,AMADOR,IONE,95640,600,213.0,24,11.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
62,310021,AWA - CAMANCHE VILLAGE,AMADOR,SUTTER CREEK,95685,2384,728.0,38,16.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
63,400001,YOUTH WITH A MISSION-SPRINGS OF LIVING W,BUTTE,RICHARDSON SPRINGS,95973,150,52.0,16,16.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),2.0
64,400003,HARTLEY MUTUAL WATER SYSTEM,BUTTE,FOREST RANCH,95942,31,16.0,5,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
65,400007,BUTTE CREEK ESTATES MUTUAL WATER CO,BUTTE,CHICO,95928,399,168.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
66,400008,GRAN MUTUAL WATER CO,BUTTE,NELSON,95958,200,94.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
67,400010,PSEA CAMP - DESABLA,BUTTE,MAGALIA,95954,108,18.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
68,400012,FARM LABOR HOUSING,BUTTE,CHICO,95928,460,144.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
69,400013,MERRY MOUNTAIN MUTUAL,BUTTE,CLIPPER MILLS,95930,100,97.0,20,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
70,400014,LAKE MADRONE WATER DISTRICT,BUTTE,BERRY CREEK,95916,297,123.0,3,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
71,400016,BERRY CREEK COMMUNITY SERVICE DIST,BUTTE,CHICO,95928,77,36.0,13,8.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),0.0
72,400019,OROVILLE MOBILE HOME PARK,BUTTE,MANHATTAN BEACH,90267,74,35.0,4,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
73,400020,PLEASANT GROVE MHP,BUTTE,TULELAKE,96134,327,88.0,5,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
74,400021,ROBINSON'S CORNER MHP,BUTTE,YUBA CITY,95993,20,22.0,12,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
75,400023,GOLDEN OAKS MOBILE ESTATES,BUTTE,FARMINGTON,95230,34,52.0,10,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
76,400026,MEADOWBROOK OAKS,BUTTE,PARADISE,95969,50,25.0,27,27.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),4.0
77,400027,FOOTHILL SOLAR COMPANY,BUTTE,BRIGHTON,2135,180,127.0,6,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
78,400028,BIG BEND MOBILE HOME PARK,BUTTE,GLADE HILL,24092,85,35.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
79,400030,GOLDEN FEATHER MHP,BUTTE,HILLSBOROUGH,94010,275,100.0,8,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
80,400036,MOUNTAIN VIEW MOBILE ACRES MHP LLC,BUTTE,SACRAMENTO,95814-4409,230,129.0,12,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
81,400040,ALMOND GROVE MOBILE PARK,BUTTE,CHICO,95928,250,175.0,11,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
82,400041,FOREST RANCH MOBILE PARK,BUTTE,OAKLEY,94561,25,16.0,6,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
83,400042,FOREST VILLAGE LLC,BUTTE,SHINGLE SPRINGS,95682,34,21.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
84,400045,COHASSET MOBILE ESTATES,BUTTE,PARADISE,95969,20,14.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
85,400046,PONDEROSA MOBILE ESTATES,BUTTE,PARDISE,95969,70,62.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
86,400048,SCOTTY 'S WATERFRONT GARDENS,BUTTE,CHICO,95973,25,12.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
87,400049,BUTTE CREEK MHP,BUTTE,CHICO,95928,100,33.0,79,59.0,Lead (Pb),0.0,Arsenic,3.0,Iron (Fe),9.0
88,400051,DINGERVILLE USA PARK,BUTTE,SOUIX FALLS,57816,447,80.0,8,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
89,400058,RANCHO VILLA MOBILE ACRES,BUTTE,GRIDLEY,95948,32,21.0,10,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
90,400060,HONCUT ELEMENTARY SCHOOL,BUTTE,PALERMO,95968,25,3.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
91,400062,RICHVALE ELEMENTARY SCHOOL,BUTTE,BIGGS,95974,63,4.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
92,400063,MANZANITA ELEMENTARY SCHOOL,BUTTE,GRIDLEY,95948,295,3.0,8,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
93,400064,CONCOW ELEMENTARY SCHOOL,BUTTE,OROVILLE,95965,115,11.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
94,400065,SPRING VALLEY SCHOOL,BUTTE,OROVILLE,95965,70,1.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
95,400066,DURHAM UNIFIED SCHOOL DISTRICT,BUTTE,DURHAM,95938,1200,18.0,12,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
96,400067,FEATHER RIVER SCHOOL,BUTTE,OROVILLE,95965,25,2.0,14,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
97,400068,BERRY CREEK SCHOOL,BUTTE,BERRY CREEK,95916,95,6.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
98,400070,BUTTE-GLENN COMMUNITY COLLEGE DIST,BUTTE,OROVILLE,95965,18000,35.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
99,400073,NORD COUNTRY SCHOOL,BUTTE,CHICO,95928,66,6.0,12,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
100,400078,FOREST KNOLLS MUTUAL WATER CO,BUTTE,FOREST RANCH,95942,46,21.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
101,400079,FOREST RANCH CHARTER SCHOOL,BUTTE,CHICO,95928,146,4.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
102,400081,FEATHER RIDGE ESTATES WATER CO,BUTTE,BERRY CREEK,95916,12,32.0,20,14.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
103,400090,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,BUTTE,FOREST RANCH,95942,40,17.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
104,400091,DEL ORO WATER COMPANY - BUZZTAIL DIST.,BUTTE,CHICO,95927,106,38.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
105,400093,BAMBI INN,BUTTE,BUTTE MEADOWS,95942,80,15.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
106,400094,OUTPOST THE,BUTTE,BUTTE MEADOWS,95942,263,15.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
107,400103,PG&E: PHILBROOK DAM,BUTTE,CHICO,95928,40,4.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
108,400105,GRAY LODGE CHECK STATION,BUTTE,GRIDLEY,95948,8000,7.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
109,400106,RIVER ONE RV PARK,BUTTE,OROVILLE,95965,26,28.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
110,400107,FEATHER FALLS SCHOOL,BUTTE,OROVILLE,95966,50,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
111,400111,RIVER REFLECTIONS RV & CAMPGROUND,BUTTE,OROVILLE,95965,125,94.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
112,400117,FALLING ROCK RV PARK,BUTTE,OROVILLE,95965,52,22.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
113,400120,BIDWELL PARK GOLF COURSE,BUTTE,CHICO,95973,325,6.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
114,400123,HUMBOLDT HIGHLANDS MUTUAL,BUTTE,FOREST RANCH,95942,50,24.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
115,400132,WILD GOOSE DUCK CLUB,BUTTE,LIVE OAK,95953,50,22.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
116,400133,LUNDBERG RICE PRODUCTS,BUTTE,RICHVALE,95974,240,8.0,8,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
117,400137,SFWP - SLY CREEK CAMPGROUND,BUTTE,OROVILLE,95966,85,6.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
118,400138,SFWP - STRAWBERRY CAMPROUND,BUTTE,OROVILLE,95966,75,2.0,4,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
119,400142,BOY SCOUTS OF AMERICA-CAMP LASSEN,BUTTE,CHICO,95926,150,6.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
120,400143,BUTTE MEADOWS CAMP,BUTTE,CHESTER,96020,30,30.0,9,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
121,400149,HUMBOLDT WOODLANDS MUTUAL,BUTTE,CHICO,95928,75,32.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
122,400151,KEEFER CREEK ESTATES,BUTTE,CHICO,95973,160,55.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
123,400154,SMUCKER NATURAL FOODS,BUTTE,CHICO,95927,85,2.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
124,400155,BIGGERS GLEN MUTUAL WATER CO,BUTTE,BUTTE MEADOWS,95942,25,29.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
125,400160,CHICO ROD & GUN CLUB,BUTTE,CHICO,95927,25,3.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
126,400161,COHASSET INDUSTRIAL PARK,BUTTE,CHICO,95928,47,22.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
127,400162,PLEASANT VALLEY BAPTIST CHURCH,BUTTE,CHICO,95973,600,3.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
128,400166,CHICO EASTSIDE LITTLE LEAGUE,BUTTE,CHICO,95928,500,4.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
129,400169,GRIDLEY GRILL,BUTTE,LINCOLN,95648,750,1.0,9,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
130,405001,DEL ORO WATER CO.-LIME SADDLE MARINA,BUTTE,CHICO,95927,1106,382.0,29,10.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
131,405003,SILVER DOLLAR FAIRGROUNDS,BUTTE,CHICO,95928,182,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
132,409181,BLUE OAK TERRACE MUTUAL,BUTTE,NELSON,95958,50,23.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
133,409182,TUSCAN RIDGE,BUTTE,PARADISE,95967,1917,1.0,5,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
134,409183,SIERRA MOON WATER COMPANY,BUTTE,CHICO,95927,120,66.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
135,410001,CITY OF BIGGS,BUTTE,BIGGS,95917,1805,715.0,24,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
136,410003,DURHAM IRRIGATION DISTRICT,BUTTE,DURHAM,95938,1561,472.0,24,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
137,410004,CITY OF GRIDLEY,BUTTE,GRIDLEY,95948,6608,2205.0,98,20.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
138,410007,PARADISE IRRIGATION DISTRICT,BUTTE,PARADISE,95969,26218,10498.0,5,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
139,410008,0410008-THERMALITO WATER & SEWER DIST,BUTTE,OROVILLE,95965,9771,2961.0,23,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
140,410009,DEL ORO WATER CO.-MAGALIA,BUTTE,CHICO,95927,924,273.0,16,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
141,410011,DEL ORO WATER CO.-PARADISE PINES,BUTTE,CHICO,95927,9808,4697.0,16,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
142,410012,SFWP-BANGOR,BUTTE,OROVILLE,95966,73,18.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
143,410018,DEL ORO WATER CO.-STIRLING BLUFFS,BUTTE,CHICO,95927,548,154.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
144,500003,U.S. ARMY CORP NEW HOGAN,CALAVERAS,VALLEY SPRINGS,95252,1860,2.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
145,500007,DREAM MOUNTAIN CHRISTIAN CAMP INC.,CALAVERAS,MURPHYS,95247,50,8.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
146,500019,MINERAL MOUNTAIN MUTUAL WATER,CALAVERAS,MUPHYS,95247,125,38.0,21,21.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),3.0
147,500026,CAMP LODESTAR,CALAVERAS,WILSEYVILLE,95257,150,15.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
148,500027,LILI VALLEY WATER CO.,CALAVERAS,BENICIA,94510,99,70.0,8,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
149,500032,NEW MELONES LAKE MARINA,CALAVERAS,ANGELS CAMP,95222,100,2.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
150,500057,CALIFORNIA CAVERNS,CALAVERAS,VALLECITO,95251,80,1.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
151,500068,DUNROVIN MOBILE HOME VILLAGE,CALAVERAS,SAN FRANCISCO,94107,99,42.0,5,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
152,500069,EL TORERO RESTAURANT,CALAVERAS,BURSON,95225,225,1.0,4,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
153,500075,LAKESIDE MOBILE ESTATES,CALAVERAS,RAIL ROAD FLAT,95248,54,24.0,5,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
154,500082,ANGELS CAMP RV/CAMPING RESORT,CALAVERAS,ANGELS CAMP,95222,228,76.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
155,500085,TOYON MIDDLE SCHOOL,CALAVERAS,SAN ANDREAS,95249,200,6.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
156,500090,AMERICAN LEGION POST #376,CALAVERAS,WEST POINT,95255,120,1.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
157,500091,RITE OF PASSAGE/SIERRA RIDGE,CALAVERAS,SAN ANDREAS,95249,150,13.0,20,15.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
158,500095,FOOTHILL COMMUNITY CHURCH,CALAVERAS,ALTAVILLE,95221,85,2.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
